N,P,K,temperature,humidity,ph,rainfall,label
26.73,139.58,203.68,23.76,82.85,5.8,69.63,grapes
26.5,133.42,200.67,29.76,82.74,5.76,67.65,grapes
24.77,131.09,202.1,15.12,82.14,6.19,69.25,grapes
29.8,131.8,200.51,23.06,83.17,5.69,69.09,grapes
28.98,135.17,202.99,21.68,83.98,5.87,73.32,grapes
31.59,127.93,200.61,24.56,83.13,5.96,69.23,grapes
34.35,132.01,201.65,23.08,84.17,5.86,68.46,grapes
35.12,130.28,203.2,32.58,82.35,5.64,69.95,grapes
28.01,138.34,203.18,19.18,83.3,6.15,72.68,grapes
29.99,122.79,199.69,15.18,82.3,6.2,70.76,grapes
33.24,134.21,197.4,5.0,82.65,5.96,67.56,grapes
19.0,128.83,199.61,30.66,82.69,6.32,67.41,grapes
31.91,132.74,201.39,21.29,83.57,6.06,68.3,grapes
27.44,131.3,200.98,14.97,82.47,6.08,70.08,grapes
34.23,136.37,199.99,26.84,82.8,6.08,65.44,grapes
25.99,125.08,202.56,24.48,82.31,6.18,71.06,grapes
21.86,132.15,199.33,10.17,81.81,5.96,69.71,grapes
20.09,138.26,199.8,25.32,82.9,5.84,71.14,grapes
25.66,128.02,201.15,37.68,83.22,6.18,68.7,grapes
19.51,139.95,204.11,38.11,82.16,5.77,67.34,grapes
19.08,131.96,203.21,23.8,82.8,6.28,68.99,grapes
37.68,142.46,199.74,20.09,83.2,5.93,67.11,grapes
33.91,138.58,200.31,14.27,81.27,6.02,68.75,grapes
97.27,22.61,51.47,26.53,83.02,6.43,53.79,watermelon
103.58,25.16,50.84,26.89,86.08,6.71,48.38,watermelon
100.11,22.05,53.23,26.05,84.83,6.78,39.04,watermelon
88.62,20.91,50.03,25.95,85.13,6.61,45.93,watermelon
104.56,22.47,52.44,27.01,85.49,6.55,42.38,watermelon
95.75,16.53,52.1,25.04,86.59,6.5,49.11,watermelon
101.99,15.54,49.14,24.22,84.5,6.4,47.42,watermelon
103.33,20.79,50.46,26.25,86.15,6.44,47.69,watermelon
102.5,20.37,52.8,26.39,83.92,6.48,53.36,watermelon
108.54,22.19,49.87,24.56,83.0,6.55,51.71,watermelon
91.21,17.72,51.26,24.64,87.21,6.42,56.29,watermelon
95.73,12.37,49.08,25.43,84.22,6.46,51.67,watermelon
98.63,17.17,46.58,25.79,84.82,6.82,45.3,watermelon
85.53,20.59,50.69,24.74,81.94,6.81,57.07,watermelon
80.1,15.21,53.33,25.14,84.02,6.44,44.4,watermelon
86.36,22.76,46.31,25.69,86.77,6.21,45.38,watermelon
109.71,20.16,48.77,26.4,87.41,6.55,45.5,watermelon
96.69,18.93,49.62,26.2,81.94,6.2,50.9,watermelon
96.07,14.36,46.46,25.51,84.89,6.63,50.34,watermelon
98.94,23.39,47.38,25.9,81.66,6.33,43.94,watermelon
106.26,17.17,49.97,24.67,84.4,6.35,51.92,watermelon
92.07,24.15,46.65,24.9,88.35,6.41,43.43,watermelon
101.75,15.12,48.33,24.68,90.54,6.45,40.37,watermelon
111.95,20.56,48.47,24.8,86.35,6.45,40.37,watermelon
114.3,15.33,52.99,26.46,83.0,6.71,46.74,watermelon
85.07,15.38,50.8,25.15,84.39,6.73,50.53,watermelon
93.25,21.01,50.4,23.61,85.86,6.58,50.1,watermelon
107.13,14.14,50.67,24.32,85.81,6.89,45.03,watermelon
93.92,13.95,50.26,24.7,85.84,6.67,52.67,watermelon
85.85,22.48,51.87,26.12,85.75,6.54,55.16,watermelon
115.39,12.73,52.16,25.44,84.74,6.19,48.58,watermelon
92.02,15.18,47.8,25.16,84.19,6.52,41.93,watermelon
88.44,19.31,48.41,26.31,85.45,6.62,57.05,watermelon
97.52,14.63,51.74,25.88,84.63,6.78,48.94,watermelon
100.26,17.61,48.13,25.56,87.79,6.59,50.16,watermelon
98.71,19.15,51.5,25.96,84.34,6.56,52.4,watermelon
91.94,18.34,45.68,25.86,86.32,6.65,48.02,watermelon
102.47,24.62,52.83,25.48,85.28,6.72,42.5,watermelon
97.42,24.18,51.95,25.78,81.99,6.49,47.05,watermelon
102.65,13.45,47.95,23.95,87.44,6.42,50.79,watermelon
99.98,12.16,47.48,24.75,83.55,6.57,46.02,watermelon
113.97,22.64,51.62,25.41,88.03,6.46,49.84,watermelon
101.36,21.01,51.27,25.14,83.93,6.63,53.58,watermelon
96.85,9.56,49.59,25.97,88.61,6.26,47.87,watermelon
96.88,24.28,49.93,24.82,86.12,6.42,43.88,watermelon
92.86,26.17,50.77,25.58,84.5,6.56,51.4,watermelon
102.34,18.07,51.74,25.52,83.04,6.38,40.1,watermelon
116.21,21.81,48.34,25.29,83.73,6.81,42.9,watermelon
100.92,16.96,51.65,25.42,81.48,6.45,45.14,watermelon
100.64,24.67,46.52,24.9,83.89,6.42,53.7,watermelon
98.61,19.58,48.75,25.67,86.56,6.35,53.91,watermelon
100.42,22.73,49.6,25.79,84.92,6.48,51.29,watermelon
104.29,11.25,52.87,24.11,83.63,6.48,52.06,watermelon
112.61,8.21,48.98,23.9,85.06,6.55,57.95,watermelon
100.97,22.72,51.17,25.17,82.18,6.56,42.54,watermelon
110.36,16.69,52.39,25.14,85.54,6.54,49.77,watermelon
96.54,19.46,48.15,24.59,87.49,6.65,50.33,watermelon
113.32,16.16,52.65,25.63,82.95,6.87,54.95,watermelon
99.03,21.14,49.19,26.12,80.22,6.3,54.9,watermelon
98.0,18.54,47.31,26.89,87.38,6.46,47.98,watermelon
108.24,27.41,51.91,27.13,83.16,6.34,44.06,watermelon
103.53,18.38,49.7,26.11,87.46,6.19,47.02,watermelon
106.56,15.16,48.4,26.26,82.42,6.44,51.64,watermelon
95.41,21.42,48.86,26.56,84.75,6.63,53.73,watermelon
94.98,7.23,50.72,25.55,86.11,6.45,47.85,watermelon
116.07,10.14,51.47,25.07,84.33,6.44,45.98,watermelon
104.57,24.45,50.94,25.58,83.03,6.6,60.78,watermelon
96.95,15.62,48.88,25.13,79.51,6.58,45.77,watermelon
87.12,21.27,47.84,25.25,87.93,6.22,42.34,watermelon
102.15,23.25,46.85,25.81,86.16,6.09,53.99,watermelon
107.01,15.94,52.5,26.35,85.21,6.41,45.14,watermelon
99.7,20.35,49.35,23.85,87.54,6.54,48.1,watermelon
106.86,25.12,44.4,25.83,82.15,6.6,50.64,watermelon
105.09,15.0,46.25,25.16,85.81,6.7,44.14,watermelon
108.22,14.26,50.72,25.12,85.36,6.68,43.86,watermelon
94.56,18.42,54.8,24.85,89.08,6.9,49.51,watermelon
97.61,14.04,49.86,24.44,84.85,6.8,46.94,watermelon
98.07,8.99,50.75,25.7,85.13,6.46,48.54,watermelon
104.02,17.36,50.63,25.66,87.25,6.64,50.96,watermelon
112.15,19.6,52.61,25.96,81.32,6.76,50.68,watermelon
99.58,18.91,49.31,25.67,83.82,6.75,49.43,watermelon
96.94,12.88,50.54,25.64,85.78,6.29,41.99,watermelon
105.0,24.92,47.95,26.69,85.57,6.5,48.01,watermelon
88.92,22.44,48.45,24.92,86.98,6.12,42.38,watermelon
99.85,18.97,50.97,25.27,90.06,6.45,48.85,watermelon
93.62,18.12,51.23,26.4,82.02,6.45,52.23,watermelon
104.7,17.53,51.08,24.89,88.12,6.7,43.28,watermelon
91.4,12.27,51.36,24.54,84.34,6.59,49.67,watermelon
102.07,12.17,51.19,25.04,84.35,6.55,50.52,watermelon
100.19,13.75,49.4,25.5,82.25,6.41,51.94,watermelon
89.78,23.28,52.54,24.57,87.72,6.47,52.09,watermelon
96.03,22.12,50.81,24.89,82.67,6.21,50.94,watermelon
104.58,20.75,49.76,24.63,83.64,6.73,47.58,watermelon
101.15,12.12,50.67,25.16,87.09,6.65,47.52,watermelon
98.99,14.74,47.16,24.86,85.4,6.57,50.74,watermelon
97.59,22.17,50.13,26.03,81.45,5.72,51.42,watermelon
88.6,16.44,49.4,26.69,85.8,6.53,54.18,watermelon
102.95,15.21,52.14,24.67,85.65,6.19,51.02,watermelon
101.54,25.88,46.87,25.05,86.65,6.57,50.9,watermelon
92.35,14.55,52.49,25.46,85.75,6.48,44.08,watermelon
107.47,20.02,54.61,27.74,93.32,6.19,25.39,muskmelon
107.81,7.14,49.59,28.08,91.8,6.46,27.8,muskmelon
98.93,18.53,50.23,28.5,91.41,6.58,25.74,muskmelon
103.16,13.47,49.08,28.37,90.97,6.13,23.5,muskmelon
104.18,14.23,47.96,27.89,92.04,6.34,30.41,muskmelon
108.44,22.62,52.34,27.75,91.28,6.22,28.34,muskmelon
95.62,11.24,49.14,28.32,92.77,6.44,22.93,muskmelon
105.49,14.3,49.69,29.02,91.86,6.31,26.48,muskmelon
93.14,15.58,51.11,30.04,93.11,6.48,26.33,muskmelon
91.41,18.08,49.94,28.74,92.62,6.46,24.22,muskmelon
100.47,11.36,49.36,29.54,92.82,6.4,29.74,muskmelon
89.11,11.95,53.43,28.53,92.26,6.21,26.12,muskmelon
104.36,12.03,49.72,28.25,92.76,6.22,28.13,muskmelon
107.33,15.68,49.57,28.4,91.72,6.33,24.32,muskmelon
112.9,22.23,51.87,28.78,91.38,6.39,27.43,muskmelon
89.93,20.68,54.65,29.3,93.91,6.43,27.42,muskmelon
94.26,21.48,51.31,28.72,93.82,6.31,24.53,muskmelon
100.76,12.35,50.45,27.21,93.55,6.41,23.7,muskmelon
93.33,16.33,51.38,28.91,91.79,6.26,26.64,muskmelon
94.22,17.8,50.25,28.73,93.36,6.2,20.22,muskmelon
95.46,26.51,54.04,29.87,92.31,6.11,19.14,muskmelon
95.09,16.51,52.6,29.15,92.73,6.26,22.6,muskmelon
102.03,20.99,50.78,27.72,93.15,6.47,22.32,muskmelon
93.73,20.94,49.53,29.69,93.0,6.32,24.97,muskmelon
100.51,13.86,48.17,29.03,93.35,6.5,28.79,muskmelon
95.67,25.87,48.2,27.74,90.74,6.33,23.74,muskmelon
104.21,18.72,47.61,28.21,92.13,6.12,22.55,muskmelon
93.83,24.67,50.38,29.0,91.0,6.59,28.25,muskmelon
84.01,13.97,50.99,28.98,91.82,6.35,23.51,muskmelon
100.88,23.49,48.46,29.25,91.72,6.26,27.05,muskmelon
107.38,21.76,47.37,28.15,93.32,6.41,22.32,muskmelon
103.67,13.93,53.59,29.66,93.1,6.62,25.16,muskmelon
106.12,24.89,50.49,28.31,90.8,6.39,27.06,muskmelon
107.57,20.02,48.92,27.02,92.0,6.35,24.22,muskmelon
104.95,27.43,50.25,28.34,92.24,6.42,22.93,muskmelon
100.96,19.75,50.42,28.84,92.93,6.12,26.59,muskmelon
94.63,12.02,47.79,28.83,92.28,6.13,26.2,muskmelon
88.48,18.2,50.48,29.16,94.28,6.18,24.87,muskmelon
97.79,19.67,50.43,28.24,92.06,6.22,27.47,muskmelon
103.67,22.09,49.38,28.01,91.42,6.46,22.4,muskmelon
114.79,10.96,50.55,29.68,93.1,6.43,22.58,muskmelon
88.95,21.35,53.01,28.17,91.36,6.01,22.55,muskmelon
99.09,25.5,51.35,28.73,92.1,6.31,28.51,muskmelon
101.61,6.99,48.65,27.86,91.95,6.49,24.73,muskmelon
99.39,24.07,48.61,29.9,91.83,6.41,24.3,muskmelon
100.99,19.72,50.87,27.94,91.38,6.8,23.79,muskmelon
105.59,9.46,49.44,28.4,92.97,5.96,25.42,muskmelon
90.8,19.12,47.93,27.86,92.23,6.23,23.81,muskmelon
90.45,8.33,52.04,27.53,92.32,6.52,23.46,muskmelon
93.4,18.63,52.24,27.62,92.35,6.12,24.02,muskmelon
100.27,13.23,49.09,27.44,92.58,6.57,22.26,muskmelon
95.02,20.01,52.42,27.38,92.33,6.45,24.74,muskmelon
80.19,20.01,53.04,28.59,91.47,6.32,29.42,muskmelon
107.28,20.7,50.71,28.0,92.3,6.39,26.37,muskmelon
112.07,23.09,47.16,28.67,93.24,6.5,23.43,muskmelon
123.31,11.11,47.83,28.68,94.62,6.27,24.34,muskmelon
108.62,17.41,49.33,28.92,92.77,6.56,28.23,muskmelon
102.46,18.96,50.43,28.87,92.56,6.4,27.99,muskmelon
112.13,9.96,50.02,27.98,92.19,6.46,26.67,muskmelon
99.1,7.93,48.07,29.17,89.76,6.59,26.3,muskmelon
110.53,16.51,45.88,28.82,93.77,6.55,23.34,muskmelon
100.69,14.84,48.36,29.22,91.3,6.26,22.24,muskmelon
88.08,18.23,52.32,28.36,90.99,6.53,29.21,muskmelon
94.83,15.11,51.03,29.72,91.98,6.19,26.58,muskmelon
106.39,17.53,48.88,29.25,93.03,6.28,25.12,muskmelon
89.19,20.93,49.48,28.17,92.47,6.41,27.24,muskmelon
104.73,16.72,51.53,28.8,92.07,6.38,24.63,muskmelon
104.04,15.66,49.22,29.98,93.44,6.28,26.43,muskmelon
100.95,19.46,50.27,29.39,92.85,6.39,27.61,muskmelon
101.87,18.11,50.63,28.43,92.51,6.31,23.12,muskmelon
92.01,10.54,48.24,28.37,92.6,6.36,19.11,muskmelon
112.6,22.93,50.89,29.93,91.52,6.7,22.59,muskmelon
101.91,11.13,50.03,28.79,92.35,6.51,25.25,muskmelon
95.82,14.67,51.62,28.01,93.42,6.6,20.83,muskmelon
109.06,27.8,50.5,28.95,93.54,6.36,25.46,muskmelon
89.49,18.19,51.0,28.89,93.57,6.28,23.67,muskmelon
115.16,16.75,50.4,28.45,91.68,6.66,23.68,muskmelon
90.98,15.25,46.0,28.01,91.53,6.5,23.32,muskmelon
107.1,24.49,51.56,28.34,92.64,6.16,24.67,muskmelon
93.12,20.97,55.15,28.87,90.51,6.34,25.31,muskmelon
100.7,13.85,50.49,27.57,91.56,6.5,22.46,muskmelon
104.31,10.65,53.53,27.92,92.28,6.45,23.59,muskmelon
101.15,20.38,51.92,29.09,92.33,6.38,30.87,muskmelon
107.6,12.89,50.2,28.25,92.36,6.2,23.97,muskmelon
114.49,20.4,45.02,29.41,93.59,6.34,26.79,muskmelon
93.12,15.15,53.0,28.3,90.63,6.39,24.8,muskmelon
109.59,17.57,49.16,29.28,92.62,6.28,27.89,muskmelon
101.55,17.51,50.36,27.7,91.97,6.4,24.51,muskmelon
110.18,18.59,51.71,28.51,93.56,6.46,25.03,muskmelon
99.89,12.73,51.01,28.47,92.0,6.58,21.87,muskmelon
96.62,22.64,50.63,28.46,92.75,6.43,21.21,muskmelon
97.21,25.58,48.68,28.26,91.96,6.39,23.54,muskmelon
103.89,18.49,51.55,27.71,92.16,6.36,26.14,muskmelon
93.65,22.08,52.37,27.76,92.01,6.31,31.58,muskmelon
96.56,25.89,47.47,27.76,91.81,6.26,24.33,muskmelon
94.33,13.4,52.32,29.42,93.45,6.48,25.23,muskmelon
96.02,12.73,50.73,27.62,91.51,6.58,29.75,muskmelon
103.15,23.03,49.51,27.5,93.11,6.49,25.18,muskmelon
98.06,22.31,48.03,27.92,91.49,6.41,22.28,muskmelon
94.53,13.97,49.48,27.38,92.59,6.6,25.34,muskmelon
35.21,139.17,201.56,22.56,92.52,6.15,110.05,apple
18.09,134.96,197.74,21.78,92.5,5.98,103.67,apple
28.33,137.33,197.74,23.45,90.94,6.42,109.93,apple
28.23,123.04,199.88,22.67,92.41,5.89,106.58,apple
33.15,132.65,203.08,22.11,92.07,6.16,102.36,apple
21.43,137.99,197.66,21.14,94.37,5.72,113.65,apple
27.85,118.45,199.47,22.84,92.85,6.18,110.08,apple
31.06,129.05,197.18,21.53,91.04,6.2,103.03,apple
28.87,131.17,199.79,23.52,92.06,6.12,112.73,apple
26.74,144.0,197.12,23.47,93.16,5.9,122.68,apple
18.26,129.89,197.58,22.81,91.39,6.09,111.33,apple
25.1,134.44,199.46,21.68,95.3,5.9,98.64,apple
23.29,126.16,201.65,22.74,92.9,5.93,110.75,apple
25.65,132.09,201.67,22.75,93.0,6.1,118.03,apple
28.94,134.29,202.38,22.0,91.64,5.76,113.64,apple
18.23,134.81,199.78,23.35,91.83,5.96,119.51,apple
34.42,129.1,200.36,22.72,92.87,5.95,120.51,apple
18.05,130.39,200.9,22.84,93.85,6.24,110.72,apple
34.0,128.93,201.86,23.86,93.71,6.02,110.43,apple
19.86,134.05,197.77,21.91,91.31,5.91,112.33,apple
28.87,129.5,202.14,22.34,91.71,6.05,124.77,apple
29.18,130.69,196.95,22.34,92.73,5.92,102.09,apple
23.25,139.77,202.87,21.84,93.17,5.76,121.28,apple
28.73,137.25,196.57,23.01,92.49,6.17,118.22,apple
27.83,129.5,201.56,22.45,91.63,5.82,103.27,apple
24.95,138.01,200.36,22.1,93.3,5.83,113.1,apple
26.6,136.4,196.85,21.86,90.86,5.95,120.07,apple
24.97,129.95,201.74,23.3,92.41,6.14,105.77,apple
34.39,143.24,201.04,20.94,91.94,6.12,109.87,apple
33.86,135.44,198.59,22.52,91.61,5.96,109.03,apple
33.37,143.08,197.14,21.06,92.25,5.7,112.79,apple
31.24,139.97,200.4,22.36,90.52,6.01,112.95,apple
30.69,128.96,199.13,21.39,90.21,5.78,102.69,apple
29.18,129.91,198.92,21.76,89.27,6.3,106.25,apple
25.44,125.23,201.94,22.61,91.67,5.92,122.99,apple
27.14,131.59,198.12,21.08,92.34,6.07,119.37,apple
16.26,126.87,198.84,22.5,92.35,5.98,115.05,apple
22.98,137.17,200.87,22.26,94.1,6.31,118.33,apple
12.41,140.39,201.59,24.0,93.74,6.32,117.99,apple
34.24,142.47,200.43,21.32,92.19,6.08,112.97,apple
21.27,124.34,198.52,23.11,94.08,6.18,119.11,apple
27.1,123.79,199.09,22.31,92.0,6.01,115.26,apple
31.77,131.11,196.19,22.14,92.54,6.24,108.95,apple
30.06,133.95,200.09,23.2,91.84,5.88,112.43,apple
24.3,135.04,198.57,22.67,92.4,6.04,109.63,apple
25.8,132.98,200.4,22.5,94.21,5.8,112.1,apple
19.63,134.36,197.77,22.29,92.13,6.06,109.05,apple
24.52,139.68,200.57,22.08,92.25,6.33,111.03,apple
24.05,129.08,198.9,22.05,91.22,5.78,107.32,apple
30.46,130.59,199.59,23.45,93.8,5.94,108.56,apple
23.18,135.96,199.59,22.21,91.69,5.85,114.5,apple
20.92,137.47,198.93,22.39,91.16,6.0,110.45,apple
27.25,139.86,200.36,21.9,91.79,6.12,120.62,apple
28.91,135.94,201.22,23.56,90.55,6.13,118.65,apple
20.81,128.07,198.3,21.95,92.02,6.05,117.91,apple
32.91,128.31,198.31,23.49,93.15,6.02,115.46,apple
27.35,135.12,199.33,22.7,90.99,5.86,108.27,apple
25.63,127.87,198.93,21.36,93.05,5.98,101.84,apple
23.33,134.18,198.91,21.98,92.43,6.07,103.52,apple
30.25,128.5,199.96,22.47,91.97,5.8,110.71,apple
35.63,125.69,203.38,22.31,92.54,5.78,107.68,apple
24.99,127.27,199.58,22.19,94.35,5.77,113.14,apple
28.74,127.15,201.37,22.2,90.01,6.13,105.52,apple
22.26,135.94,199.31,23.19,93.71,5.87,117.46,apple
23.72,143.67,198.61,23.27,93.34,6.06,108.31,apple
26.74,121.73,200.45,22.76,92.63,5.41,104.59,apple
23.76,133.96,200.58,22.37,93.14,5.79,116.31,apple
29.87,134.39,199.64,23.87,92.99,5.81,114.05,apple
31.26,129.56,202.18,22.79,90.16,6.06,109.96,apple
30.19,137.22,200.39,23.75,92.32,6.12,117.53,apple
27.01,136.39,198.81,22.18,91.19,6.05,114.53,apple
33.4,136.46,199.43,21.62,92.93,6.22,117.22,apple
32.92,131.44,199.07,21.95,92.44,5.98,113.79,apple
26.85,131.83,198.45,23.21,92.58,5.97,107.83,apple
20.84,139.04,201.11,21.28,93.26,6.18,113.28,apple
35.49,133.58,197.17,22.77,92.74,5.88,116.08,apple
19.16,137.45,198.24,21.76,92.39,6.09,113.52,apple
23.79,129.97,197.73,22.33,93.58,6.0,117.87,apple
34.78,129.56,199.63,24.13,93.94,5.67,114.92,apple
27.5,136.63,198.51,21.87,91.82,5.89,117.6,apple
21.59,129.39,196.42,23.26,93.77,5.93,110.64,apple
29.77,139.87,200.82,21.98,90.88,5.78,112.96,apple
24.22,133.47,198.89,21.71,91.32,6.31,118.06,apple
36.15,135.2,199.14,23.49,92.47,6.04,112.23,apple
12.77,140.52,200.98,22.75,92.44,6.03,108.77,apple
30.58,125.96,200.37,22.92,92.3,6.07,106.3,apple
22.67,133.68,201.36,21.09,93.02,5.89,111.29,apple
20.8,128.24,201.93,22.52,92.12,5.98,115.56,apple
29.7,132.12,202.19,23.23,92.91,6.01,116.61,apple
29.07,137.8,201.8,21.74,91.41,5.86,118.6,apple
19.62,134.47,200.73,23.37,92.68,5.73,106.5,apple
21.59,129.81,199.63,21.63,93.97,5.73,120.91,apple
33.43,136.99,198.61,22.76,91.22,6.18,112.04,apple
25.45,126.38,195.04,21.72,93.61,5.92,111.44,apple
30.78,141.53,202.65,21.77,90.56,6.47,126.68,apple
28.44,126.15,201.93,22.42,92.39,6.18,114.59,apple
21.57,130.88,201.32,22.88,92.76,6.19,110.24,apple
28.39,115.62,199.1,23.07,92.11,5.91,105.99,apple
32.52,135.24,201.65,21.21,92.34,5.94,110.75,apple
24.42,130.77,201.7,21.07,94.28,6.1,112.24,apple
30.44,10.24,8.67,21.74,93.87,6.98,112.25,orange
21.46,19.93,13.35,28.72,92.42,7.27,112.89,orange
28.04,23.06,12.21,21.71,93.14,6.85,105.38,orange
23.38,17.12,6.68,27.88,89.73,8.09,117.51,orange
23.43,17.55,10.61,18.82,92.69,6.94,109.53,orange
26.09,10.93,10.08,23.52,92.63,6.91,115.69,orange
22.88,18.64,12.59,22.0,92.71,6.96,116.19,orange
23.45,23.92,9.79,17.13,93.18,6.88,113.1,orange
8.62,17.53,9.08,15.85,91.95,6.77,109.76,orange
16.8,19.08,12.73,24.26,93.31,7.44,116.18,orange
36.22,15.0,8.56,27.4,93.21,7.31,119.45,orange
25.07,19.63,8.04,35.85,92.16,6.88,108.27,orange
21.13,13.85,8.95,13.96,91.71,7.78,113.68,orange
30.56,23.39,13.67,11.43,91.27,6.68,107.65,orange
23.2,15.27,10.44,22.72,91.78,6.13,105.04,orange
21.7,16.26,7.74,19.43,91.37,6.95,104.63,orange
19.91,10.96,9.69,17.08,93.41,7.16,109.65,orange
20.22,19.4,11.38,23.39,94.1,7.18,114.57,orange
25.8,20.88,8.41,19.64,92.85,7.14,112.54,orange
31.6,10.38,8.05,23.93,91.78,8.35,112.58,orange
24.53,14.92,9.04,22.69,92.61,6.82,108.63,orange
33.07,24.42,10.5,14.12,93.04,7.62,116.85,orange
29.41,24.61,10.11,26.43,91.82,7.12,116.65,orange
21.46,13.19,10.19,21.08,93.15,6.82,118.59,orange
17.26,23.77,8.47,11.28,92.74,6.9,104.45,orange
14.91,17.46,11.95,26.16,92.56,7.19,109.86,orange
16.42,10.4,9.59,21.5,93.35,7.3,113.03,orange
23.32,10.6,10.82,25.78,90.11,6.67,106.54,orange
25.71,13.48,9.92,21.18,92.34,6.71,106.81,orange
18.52,19.4,11.14,17.68,94.02,6.87,117.65,orange
21.15,7.37,10.8,24.05,92.53,6.74,109.83,orange
21.93,15.99,11.68,23.65,93.11,6.91,108.29,orange
18.08,15.65,3.36,18.81,92.42,7.23,108.66,orange
27.09,6.6,9.89,12.0,91.29,6.93,116.38,orange
27.23,17.59,9.96,18.04,91.96,7.17,103.07,orange
28.56,15.56,11.65,28.51,90.83,6.77,105.72,orange
14.12,12.34,14.88,26.31,94.42,7.33,106.29,orange
22.71,20.44,10.88,18.89,90.99,8.32,109.29,orange
23.05,18.07,9.51,23.27,93.79,6.95,104.19,orange
24.03,15.18,12.85,29.82,92.61,6.49,103.87,orange
25.09,19.18,9.25,19.5,91.91,6.99,98.09,orange
18.39,14.36,12.42,17.41,92.68,7.09,116.49,orange
32.58,17.21,9.05,18.35,92.26,6.83,112.77,orange
27.52,20.46,12.52,34.14,92.62,7.44,108.24,orange
32.11,22.81,12.02,23.09,91.83,6.44,109.8,orange
34.2,15.95,11.57,27.77,92.22,7.53,95.46,orange
17.66,12.92,8.36,24.6,92.79,7.16,112.98,orange
19.3,11.41,10.79,18.56,90.93,7.39,116.98,orange
34.34,18.44,11.25,31.06,91.86,7.44,111.38,orange
30.48,18.43,12.59,23.9,91.02,7.58,105.26,orange
32.52,17.05,12.35,29.59,92.93,7.2,112.11,orange
12.92,18.09,7.77,23.57,91.36,6.53,118.02,orange
31.42,17.48,10.37,20.95,93.07,6.73,114.97,orange
23.48,15.4,10.04,18.81,92.83,6.79,112.34,orange
32.3,13.9,9.74,25.38,92.06,7.19,112.78,orange
31.5,14.47,8.11,20.58,91.53,7.23,104.19,orange
39.0,23.98,10.03,27.92,90.86,8.01,107.05,orange
24.28,8.22,10.97,15.59,92.6,6.78,104.61,orange
20.17,18.63,7.44,17.82,93.16,8.04,112.39,orange
19.5,15.66,10.06,20.32,93.4,7.09,114.54,orange
23.11,24.13,9.67,16.43,94.68,6.27,106.31,orange
21.24,30.04,13.61,31.84,92.17,7.97,111.84,orange
30.86,18.4,9.9,20.93,92.29,7.24,111.84,orange
24.81,25.05,4.07,25.69,93.22,7.46,109.68,orange
26.25,22.43,12.98,20.62,92.77,7.67,99.38,orange
20.86,24.83,12.19,25.77,92.05,6.65,107.04,orange
34.29,14.36,10.2,17.79,93.34,6.78,109.51,orange
14.9,9.43,10.02,14.22,94.61,6.18,106.0,orange
25.1,15.67,7.79,16.51,91.51,6.89,119.76,orange
25.47,23.41,11.01,29.46,89.7,6.88,116.54,orange
21.57,26.31,12.97,19.57,92.0,6.59,106.85,orange
17.6,19.64,7.09,26.27,93.13,6.34,117.75,orange
28.08,21.25,8.48,26.39,93.63,6.96,120.01,orange
25.26,23.2,10.59,26.16,90.83,7.15,106.33,orange
19.92,26.22,9.57,16.23,92.14,6.48,117.17,orange
20.83,20.15,12.71,19.37,93.03,6.59,122.23,orange
30.62,16.54,8.45,21.79,92.16,7.78,103.87,orange
25.81,17.41,9.77,21.82,92.38,7.35,113.04,orange
27.51,2.33,10.6,12.15,93.15,7.59,105.37,orange
23.43,14.5,12.47,23.09,94.23,7.17,111.21,orange
25.41,21.59,6.52,23.03,92.43,7.29,109.06,orange
18.77,17.54,7.83,10.47,93.23,7.23,112.34,orange
32.82,14.17,7.14,22.06,92.15,6.66,109.6,orange
21.33,8.32,9.12,15.4,92.73,6.74,115.56,orange
34.62,20.9,6.9,31.91,94.08,7.01,116.61,orange
21.69,8.17,8.48,33.31,91.01,7.0,110.17,orange
21.92,15.28,10.14,18.99,91.08,7.09,115.37,orange
30.22,13.45,7.5,20.72,94.07,7.26,113.52,orange
30.34,19.6,10.24,26.64,91.95,6.43,113.61,orange
32.43,11.91,11.64,33.0,92.5,6.67,110.62,orange
21.7,14.42,10.87,12.48,91.06,7.01,109.89,orange
27.06,26.88,10.21,26.24,91.52,7.31,107.37,orange
25.43,16.96,12.07,14.31,90.22,6.91,112.34,orange
25.91,23.66,10.87,18.98,90.17,6.91,115.14,orange
22.65,17.64,10.84,16.15,93.12,7.65,109.14,orange
18.23,17.17,5.55,24.61,92.95,7.67,109.03,orange
27.45,13.19,9.29,12.97,92.31,6.88,111.5,orange
21.26,17.92,9.33,20.43,92.58,7.02,113.81,orange
24.28,15.75,9.64,18.03,92.14,7.81,105.44,orange
23.33,15.56,9.51,20.43,92.78,6.32,115.19,orange
55.06,51.29,45.46,28.37,92.26,7.01,173.52,papaya
35.54,54.05,49.89,34.83,91.19,6.74,107.32,papaya
41.17,58.8,51.55,37.92,93.07,6.7,182.51,papaya
52.47,58.17,48.78,30.89,92.57,6.99,160.82,papaya
45.11,53.34,49.02,44.93,92.1,6.84,125.26,papaya
52.09,61.46,48.86,30.13,94.16,6.85,186.51,papaya
56.3,59.8,54.04,33.73,93.08,6.6,101.69,papaya
40.39,63.87,44.89,31.39,89.51,6.67,119.23,papaya
61.08,59.48,48.33,39.1,92.52,6.75,81.86,papaya
42.08,53.37,50.09,33.91,94.04,6.79,15.0,papaya
